"5586"	"1000"	"Lausanne"	"https://de.wikipedia.org/wiki/Liste_von_Moscheen_in_der_Schweiz"	"https://upload.wikimedia.org/wikipedia/commons/9/95/Moschee_Wangen_bei_Olten.jpg"	"https://upload.wikimedia.org/wikipedia/commons/9/93/Winterthur_-_Gr%C3%BCze_IMG_4205_ShiftN.jpg"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/3/3f/Mosque_x2.svg"	"https://upload.wikimedia.org/wikipedia/commons/f/f9/Mosqu%C3%A9eGen%C3%A8ve.jpg"	"https://upload.wikimedia.org/wikipedia/commons/9/9e/Mahmud_Moschee1.jpg"
"5586"	"1003"	"Lausanne"	"https://de.wikipedia.org/wiki/Erling_Mandelmann"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ee/Erling_Mandelmann.jpg"	""	""	""	""
"5586"	"1004"	"Lausanne"	"https://de.wikipedia.org/wiki/Erling_Mandelmann"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ee/Erling_Mandelmann.jpg"	""	""	""	""
"5586"	"1005"	"Lausanne"	"https://de.wikipedia.org/wiki/Erling_Mandelmann"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ee/Erling_Mandelmann.jpg"	""	""	""	""
"5586"	"1006"	"Lausanne"	"https://de.wikipedia.org/wiki/Erling_Mandelmann"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ee/Erling_Mandelmann.jpg"	""	""	""	""
"5586"	"1007"	"Lausanne"	"https://de.wikipedia.org/wiki/Erling_Mandelmann"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ee/Erling_Mandelmann.jpg"	""	""	""	""
"5585"	"1008"	"Jouxtens-Mézery"	"https://de.wikipedia.org/wiki/Gemeinden_der_Schweiz-J"	""	""	""	""	""	""
"5589"	"1008"	"Prilly"	"https://de.wikipedia.org/wiki/Prilly"	"https://upload.wikimedia.org/wikipedia/commons/0/09/Gemeindeverwaltung_Prilly.JPG"	"https://upload.wikimedia.org/wikipedia/commons/7/79/Vigne_Communale_de_Prilly.JPG"	"https://upload.wikimedia.org/wikipedia/commons/5/5c/Prilly-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ed/Karte_Gemeinde_Prilly_2014.png"
"5591"	"1008"	"Renens (VD)"	"https://de.wikipedia.org/wiki/Liste_der_Bahnh%C3%B6fe_in_der_Schweiz"	""	""	""	""	""	""
"5590"	"1009"	"Pully"	"https://de.wikipedia.org/wiki/Pully"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Karte_Gemeinde_Pully_2012.png"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/6/6c/2009-08-27_Lake_Geneva_433.JPG"	"https://upload.wikimedia.org/wikipedia/commons/d/da/Pully-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/8/83/PullyStrasse.JPG"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"
"5586"	"1010"	"Lausanne"	"https://de.wikipedia.org/wiki/Erling_Mandelmann"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/e/ee/Erling_Mandelmann.jpg"	""	""	""	""
"5586"	"1011"	"Lausanne"	"https://de.wikipedia.org/wiki/Heinrich_I._von_Lausanne"	""	""	""	""	""	""
"5586"	"1012"	"Lausanne"	"https://de.wikipedia.org/wiki/Carl_Lewis"	"https://upload.wikimedia.org/wikipedia/commons/3/34/Bronze_medal_blank.svg"	"https://upload.wikimedia.org/wikipedia/commons/0/03/Silver_medal.svg"	"https://upload.wikimedia.org/wikipedia/commons/8/8f/Athletics_pictogram.svg"	"https://upload.wikimedia.org/wikipedia/commons/a/a9/Olympic_rings_with_white_rims.svg"	"https://upload.wikimedia.org/wikipedia/commons/a/a9/Olympic_rings_with_white_rims.svg"	"https://upload.wikimedia.org/wikipedia/commons/5/52/Bronze_medal.svg"
"5627"	"1015"	"Chavannes-près-Renens"	"https://de.wikipedia.org/wiki/Bezirk_Morges"	"https://upload.wikimedia.org/wikipedia/commons/9/92/Cottens_%28VD%29-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/5/51/Denges-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/4/41/Berolle-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/5/5d/Eclepens-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/1/1e/Karte_Bezirk_Morges_2011.png"	"https://upload.wikimedia.org/wikipedia/commons/0/0a/Buchillon-coat_of_arms.svg"
"5635"	"1015"	"Ecublens (VD)"	"https://de.wikipedia.org/wiki/L%E2%80%99Isle_VD"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/6/64/Chateau-isle.jpg"	"https://upload.wikimedia.org/wikipedia/commons/6/60/Karte_Gemeinde_L%27Isle_2011.png"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/8/88/L_Isle-coat_of_arms.svg"	""
"5648"	"1015"	"Saint-Sulpice (VD)"	"https://de.wikipedia.org/wiki/Gemeinden_der_Schweiz-S"	""	""	""	""	""	""
"5586"	"1018"	"Lausanne"	"https://de.wikipedia.org/wiki/Hugo_von_Burgund"	""	""	""	""	""	""
"5591"	"1020"	"Renens (VD)"	"https://de.wikipedia.org/wiki/Renens"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/5/58/RenensAuCrepuscule.jpg"	"https://upload.wikimedia.org/wikipedia/commons/4/4f/Karte_Gemeinde_Renens_2014.png"	"https://upload.wikimedia.org/wikipedia/commons/7/72/Wappen_Renens.svg"	""
"5627"	"1022"	"Chavannes-près-Renens"	"https://de.wikipedia.org/wiki/Chavannes-pr%C3%A8s-Renens"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/c/ca/Wappen_Chavannes-pr%C3%A8s-Renens.svg"	"https://upload.wikimedia.org/wikipedia/commons/1/1b/Karte_Gemeinde_Chavannes-pr%C3%A8s-Renens_2014.png"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	""	""
"5583"	"1023"	"Crissier"	"https://de.wikipedia.org/wiki/Crissier"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/c/c3/Karte_Gemeinde_Crissier_2014.png"	"https://upload.wikimedia.org/wikipedia/commons/c/cb/Crissier_cafe_hotel_de_ville_ag1.jpg"	"https://upload.wikimedia.org/wikipedia/commons/2/20/Wappen_Crissier.svg"	""
"5586"	"1023"	"Lausanne"	"https://de.wikipedia.org/wiki/Crissier"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/c/c3/Karte_Gemeinde_Crissier_2014.png"	"https://upload.wikimedia.org/wikipedia/commons/c/cb/Crissier_cafe_hotel_de_ville_ag1.jpg"	"https://upload.wikimedia.org/wikipedia/commons/2/20/Wappen_Crissier.svg"	""
"5635"	"1024"	"Ecublens (VD)"	"https://de.wikipedia.org/wiki/Ecublens_VD"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/2/20/Karte_Gemeinde_Ecublens_2014.png"	"https://upload.wikimedia.org/wikipedia/commons/1/11/Ecublens_VD_ag1.jpg"	"https://upload.wikimedia.org/wikipedia/commons/d/d7/Wappen_Ecublens_VD.svg"	""
"5648"	"1024"	"Saint-Sulpice (VD)"	"https://de.wikipedia.org/wiki/Gemeinden_der_Schweiz-S"	""	""	""	""	""	""
"5648"	"1025"	"Saint-Sulpice (VD)"	"https://de.wikipedia.org/wiki/Gemeinden_der_Schweiz-S"	""	""	""	""	""	""
"5632"	"1026"	"Denges"	"https://de.wikipedia.org/wiki/Denges"	"https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg"	"https://upload.wikimedia.org/wikipedia/commons/c/c8/Karte_Gemeinde_Denges_2011.png"	"https://upload.wikimedia.org/wikipedia/commons/5/51/Denges-coat_of_arms.svg"	"https://upload.wikimedia.org/wikipedia/commons/1/1d/Wappen_Waadt_matt.svg"	""	""
